0.000 0.000 0.000 
0.250 -3.978E-8 3.530E-3
0.500 -3.177E-7 7.057E-3
0.750 -1.070E-6 1.057E-2
1.000 -2.532E-6 1.409E-2
1.250 -4.937E-6 1.760E-2
1.500 -8.513E-6 2.110E-2
1.750 -1.348E-5 2.459E-2
2.000 -2.008E-5 2.807E-2
2.250 -2.853E-5 3.154E-2
2.500 -3.903E-5 3.500E-2
2.750 -5.182E-5 3.844E-2
3.000 -6.709E-5 4.186E-2
3.250 -8.505E-5 4.527E-2
3.500 -1.059E-4 4.867E-2
3.750 -1.298E-4 5.204E-2
4.000 -1.570E-4 5.539E-2
4.250 -1.877E-4 5.873E-2
4.500 -2.221E-4 6.204E-2
4.750 -2.603E-4 6.533E-2
5.000 -3.025E-4 6.859E-2
5.250 -3.489E-4 7.183E-2
5.500 -3.996E-4 7.505E-2
5.750 -4.547E-4 7.823E-2
6.000 -5.146E-4 8.139E-2
6.250 -5.792E-4 8.453E-2
6.500 -6.487E-4 8.763E-2
6.750 -7.232E-4 9.070E-2
7.000 -8.030E-4 9.375E-2
7.250 -8.880E-4 9.676E-2
7.500 -9.784E-4 9.973E-2
7.750 -1.074E-3 0.102 
8.000 -1.175E-3 0.105 
8.250 -1.283E-3 0.108 
8.500 -1.396E-3 0.111 
8.750 -1.515E-3 0.114 
9.000 -1.639E-3 0.116 
9.250 -1.770E-3 0.119 
9.500 -1.907E-3 0.122 
9.750 -2.050E-3 0.124 
10.000 -2.199E-3 0.127 
10.250 -2.355E-3 0.130 
10.500 -2.517E-3 0.132 
10.750 -2.684E-3 0.135 
11.000 -2.859E-3 0.137 
11.250 -3.039E-3 0.140 
11.500 -3.226E-3 0.142 
11.750 -3.419E-3 0.144 
12.000 -3.619E-3 0.147 
12.250 -3.825E-3 0.149 
12.500 -4.037E-3 0.151 
12.750 -4.255E-3 0.153 
13.000 -4.480E-3 0.155 
13.250 -4.710E-3 0.157 
13.500 -4.948E-3 0.160 
13.750 -5.191E-3 0.162 
14.000 -5.440E-3 0.163 
14.250 -5.695E-3 0.165 
14.500 -5.957E-3 0.167 
14.750 -6.224E-3 0.169 
15.000 -6.497E-3 0.171 
15.250 -6.776E-3 0.173 
15.500 -7.061E-3 0.174 
15.750 -7.351E-3 0.176 
16.000 -7.647E-3 0.178 
16.250 -7.949E-3 0.179 
16.500 -8.256E-3 0.181 
16.750 -8.568E-3 0.182 
17.000 -8.885E-3 0.184 
17.250 -9.208E-3 0.185 
17.500 -9.535E-3 0.186 
17.750 -9.868E-3 0.188 
18.000 -1.020E-2 0.189 
18.250 -1.054E-2 0.190 
18.500 -1.089E-2 0.191 
18.750 -1.124E-2 0.193 
19.000 -1.160E-2 0.194 
19.250 -1.196E-2 0.195 
19.500 -1.232E-2 0.196 
19.750 -1.269E-2 0.197 
20.000 -1.306E-2 0.198 
20.250 -1.344E-2 0.199 
20.500 -1.382E-2 0.200 
20.750 -1.420E-2 0.200 
21.000 -1.458E-2 0.201 
21.250 -1.497E-2 0.202 
21.500 -1.537E-2 0.203 
21.750 -1.576E-2 0.203 
22.000 -1.616E-2 0.204 
22.250 -1.656E-2 0.205 
22.500 -1.697E-2 0.205 
22.750 -1.738E-2 0.206 
23.000 -1.779E-2 0.206 
23.250 -1.820E-2 0.207 
23.500 -1.861E-2 0.207 
23.750 -1.903E-2 0.208 
24.000 -1.945E-2 0.208 
24.250 -1.987E-2 0.209 
24.500 -2.029E-2 0.209 
24.750 -2.071E-2 0.209 
25.000 -2.114E-2 0.209 
25.250 -2.156E-2 0.210 
25.500 -2.199E-2 0.210 
25.750 -2.242E-2 0.210 
26.000 -2.285E-2 0.210 
26.250 -2.328E-2 0.210 
26.500 -2.371E-2 0.210 
26.750 -2.414E-2 0.210 
27.000 -2.458E-2 0.211 
27.250 -2.501E-2 0.211 
27.500 -2.544E-2 0.211 
27.750 -2.588E-2 0.210 
28.000 -2.631E-2 0.210 
28.250 -2.675E-2 0.210 
28.500 -2.718E-2 0.210 
28.750 -2.762E-2 0.210 
29.000 -2.805E-2 0.210 
29.250 -2.848E-2 0.210 
29.500 -2.892E-2 0.210 
29.750 -2.935E-2 0.209 
30.000 -2.978E-2 0.209 
30.250 -3.022E-2 0.209 
30.500 -3.065E-2 0.208 
30.750 -3.108E-2 0.208 
31.000 -3.151E-2 0.208 
31.250 -3.194E-2 0.207 
31.500 -3.236E-2 0.207 
31.750 -3.279E-2 0.207 
32.000 -3.322E-2 0.206 
32.250 -3.364E-2 0.206 
32.500 -3.407E-2 0.205 
32.750 -3.449E-2 0.205 
33.000 -3.491E-2 0.205 
33.250 -3.533E-2 0.204 
33.500 -3.575E-2 0.204 
33.750 -3.616E-2 0.203 
34.000 -3.658E-2 0.202 
34.250 -3.699E-2 0.202 
34.500 -3.740E-2 0.201 
34.750 -3.781E-2 0.201 
35.000 -3.822E-2 0.200 
35.250 -3.863E-2 0.200 
35.500 -3.903E-2 0.199 
35.750 -3.943E-2 0.198 
36.000 -3.983E-2 0.198 
36.250 -4.023E-2 0.197 
36.500 -4.063E-2 0.196 
36.750 -4.102E-2 0.196 
37.000 -4.142E-2 0.195 
37.250 -4.181E-2 0.194 
37.500 -4.220E-2 0.194 
37.750 -4.258E-2 0.193 
38.000 -4.297E-2 0.192 
38.250 -4.335E-2 0.191 
38.500 -4.373E-2 0.191 
38.750 -4.410E-2 0.190 
39.000 -4.448E-2 0.189 
39.250 -4.485E-2 0.188 
39.500 -4.522E-2 0.188 
39.750 -4.559E-2 0.187 
40.000 -4.596E-2 0.186 
40.250 -4.632E-2 0.185 
40.500 -4.668E-2 0.184 
40.750 -4.704E-2 0.184 
41.000 -4.740E-2 0.183 
41.250 -4.775E-2 0.182 
41.500 -4.810E-2 0.181 
41.750 -4.845E-2 0.180 
42.000 -4.880E-2 0.179 
42.250 -4.914E-2 0.178 
42.500 -4.948E-2 0.178 
42.750 -4.982E-2 0.177 
43.000 -5.016E-2 0.176 
43.250 -5.049E-2 0.175 
43.500 -5.083E-2 0.174 
43.750 -5.115E-2 0.173 
44.000 -5.148E-2 0.172 
44.250 -5.181E-2 0.171 
44.500 -5.213E-2 0.170 
44.750 -5.245E-2 0.170 
45.000 -5.277E-2 0.169 
45.250 -5.308E-2 0.168 
45.500 -5.339E-2 0.167 
45.750 -5.370E-2 0.166 
46.000 -5.401E-2 0.165 
46.250 -5.432E-2 0.164 
46.500 -5.462E-2 0.163 
46.750 -5.492E-2 0.162 
47.000 -5.522E-2 0.161 
47.250 -5.551E-2 0.160 
47.500 -5.581E-2 0.159 
47.750 -5.610E-2 0.158 
48.000 -5.638E-2 0.158 
48.250 -5.667E-2 0.157 
48.500 -5.695E-2 0.156 
48.750 -5.724E-2 0.155 
49.000 -5.751E-2 0.154 
49.250 -5.779E-2 0.153 
49.500 -5.807E-2 0.152 
49.750 -5.834E-2 0.151 
50.000 -5.861E-2 0.150 
50.250 -5.887E-2 0.149 
50.500 -5.914E-2 0.148 
50.750 -5.940E-2 0.147 
51.000 -5.966E-2 0.146 
51.250 -5.992E-2 0.145 
51.500 -6.018E-2 0.144 
51.750 -6.043E-2 0.143 
52.000 -6.068E-2 0.142 
52.250 -6.093E-2 0.141 
52.500 -6.118E-2 0.140 
52.750 -6.143E-2 0.139 
53.000 -6.167E-2 0.138 
53.250 -6.191E-2 0.138 
53.500 -6.215E-2 0.137 
53.750 -6.239E-2 0.136 
54.000 -6.262E-2 0.135 
54.250 -6.286E-2 0.134 
54.500 -6.309E-2 0.133 
54.750 -6.332E-2 0.132 
55.000 -6.354E-2 0.131 
55.250 -6.377E-2 0.130 
55.500 -6.399E-2 0.129 
55.750 -6.421E-2 0.128 
56.000 -6.443E-2 0.127 
56.250 -6.465E-2 0.126 
56.500 -6.487E-2 0.125 
56.750 -6.508E-2 0.124 
57.000 -6.529E-2 0.123 
57.250 -6.550E-2 0.122 
57.500 -6.571E-2 0.121 
57.750 -6.591E-2 0.121 
58.000 -6.612E-2 0.120 
58.250 -6.632E-2 0.119 
58.500 -6.652E-2 0.118 
58.750 -6.672E-2 0.117 
59.000 -6.692E-2 0.116 
59.250 -6.712E-2 0.115 
59.500 -6.731E-2 0.114 
59.750 -6.750E-2 0.113 
60.000 -6.769E-2 0.112 
60.250 -6.788E-2 0.111 
60.500 -6.807E-2 0.110 
60.750 -6.825E-2 0.109 
61.000 -6.844E-2 0.109 
61.250 -6.862E-2 0.108 
61.500 -6.880E-2 0.107 
61.750 -6.898E-2 0.106 
62.000 -6.916E-2 0.105 
62.250 -6.934E-2 0.104 
62.500 -6.951E-2 0.103 
62.750 -6.969E-2 0.102 
63.000 -6.986E-2 0.102 
63.250 -7.003E-2 0.101 
63.500 -7.020E-2 0.100 
63.750 -7.037E-2 9.939E-2
64.000 -7.053E-2 9.852E-2
64.250 -7.070E-2 9.766E-2
64.500 -7.086E-2 9.681E-2
64.750 -7.102E-2 9.595E-2
65.000 -7.119E-2 9.510E-2
65.250 -7.135E-2 9.426E-2
65.500 -7.150E-2 9.342E-2
65.750 -7.166E-2 9.258E-2
66.000 -7.182E-2 9.174E-2
66.250 -7.197E-2 9.091E-2
66.500 -7.213E-2 9.008E-2
66.750 -7.228E-2 8.926E-2
67.000 -7.243E-2 8.844E-2
67.250 -7.258E-2 8.763E-2
67.500 -7.273E-2 8.681E-2
67.750 -7.288E-2 8.601E-2
68.000 -7.303E-2 8.520E-2
68.250 -7.317E-2 8.440E-2
68.500 -7.332E-2 8.361E-2
68.750 -7.346E-2 8.282E-2
69.000 -7.360E-2 8.203E-2
69.250 -7.374E-2 8.125E-2
69.500 -7.389E-2 8.047E-2
69.750 -7.403E-2 7.969E-2
70.000 -7.416E-2 7.892E-2
70.250 -7.430E-2 7.816E-2
70.500 -7.444E-2 7.740E-2
70.750 -7.457E-2 7.664E-2
71.000 -7.471E-2 7.589E-2
71.250 -7.484E-2 7.514E-2
71.500 -7.498E-2 7.439E-2
71.750 -7.511E-2 7.365E-2
72.000 -7.524E-2 7.292E-2
72.250 -7.537E-2 7.219E-2
72.500 -7.550E-2 7.146E-2
72.750 -7.563E-2 7.074E-2
73.000 -7.576E-2 7.002E-2
73.250 -7.589E-2 6.931E-2
73.500 -7.601E-2 6.860E-2
73.750 -7.614E-2 6.790E-2
74.000 -7.627E-2 6.720E-2
74.250 -7.639E-2 6.651E-2
74.500 -7.651E-2 6.582E-2
74.750 -7.664E-2 6.513E-2
75.000 -7.676E-2 6.445E-2
75.250 -7.688E-2 6.378E-2
75.500 -7.700E-2 6.311E-2
75.750 -7.712E-2 6.244E-2
76.000 -7.724E-2 6.178E-2
76.250 -7.736E-2 6.112E-2
76.500 -7.748E-2 6.047E-2
76.750 -7.760E-2 5.982E-2
77.000 -7.772E-2 5.918E-2
77.250 -7.783E-2 5.854E-2
77.500 -7.795E-2 5.791E-2
77.750 -7.807E-2 5.728E-2
